,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
1621,I want her to think I might be in a restaurant.. y'know?,Chandler,fear,277,4,145,5,1,20,"0:05:33,959","0:05:36,229"
1622,"I might have some kind of life, like I haven't been sitting around here honing for the past few hours.",Chandler,anger,277,5,145,6,1,20,"00:05:36,336","00:05:42,966"
1623,"Look look! He's doing it again, the guy with the telescope!",Monica,surprise,277,6,145,7,1,20,"00:05:43,301","00:05:52,934"
1624,"Hey, I've been honing!",Chandler,anger,278,0,145,2,1,20,"00:05:29,162","00:05:30,871"
1626,"Oh, uh..",Chandler,fear,278,2,145,4,1,20,"0:05:33,166","0:05:33,959"
1627,I want her to think I might be in a restaurant.. y'know?,Chandler,fear,278,3,145,5,1,20,"0:05:33,959","0:05:36,229"
1628,"I might have some kind of life, like I haven't been sitting around here honing for the past few hours.",Chandler,anger,278,4,145,6,1,20,"00:05:36,336","00:05:42,966"
1629,"Look look! He's doing it again, the guy with the telescope!",Monica,surprise,279,0,145,7,1,20,"00:05:43,301","00:05:52,934"
1630,Oh my God!  Go away!  Stop looking in here!,Phoebe,anger,279,1,145,8,1,20,"00:05:45,720","00:05:52,934"
1631,"Great, now he's waving back.",Monica,disgust,279,2,145,9,1,20,"00:05:53,102","00:05:55,729"
1632,"Great, now he's waving back.",Monica,disgust,280,0,145,9,1,20,"00:05:53,102","00:05:55,729"
1633,"Man, we gotta do something about that guy.",Joey,disgust,280,1,145,10,1,20,"00:05:57,148","00:05:58,815"
1634,"This morning, I caught him looking into our apartment.",Joey,disgust,280,2,145,11,1,20,"00:05:58,983","00:06:01,318"
1635,It creeps me out!,Joey,anger,280,3,145,12,1,20,"0:06:01,486","0:06:02,654"
1636,I feel like I can't do stuff!,Joey,anger,280,4,145,13,1,20,"0:06:02,654","0:06:04,181"
1637,What kinda stuff?,Monica,joy,280,5,145,14,1,20,"00:06:05,031","00:06:07,240"
1638,"Will you grow up? I'm not talking about sexy stuff, but, like, when I'm cooking naked.",Joey,disgust,280,6,145,15,1,20,"00:06:08,993","00:06:14,664"
1639,"Man, we gotta do something about that guy.",Joey,disgust,281,0,145,10,1,20,"00:05:57,148","00:05:58,815"
1640,"This morning, I caught him looking into our apartment.",Joey,disgust,281,1,145,11,1,20,"00:05:58,983","00:06:01,318"
1641,It creeps me out!,Joey,anger,281,2,145,12,1,20,"0:06:01,486","0:06:02,654"
1642,I feel like I can't do stuff!,Joey,anger,281,3,145,13,1,20,"0:06:02,654","0:06:04,181"
1643,"Will you grow up? I'm not talking about sexy stuff, but, like, when I'm cooking naked.",Joey,disgust,281,4,145,15,1,20,"00:06:08,993","00:06:14,664"
1644,You cook naked?,Phoebe,surprise,281,5,145,16,1,20,"00:06:17,043","00:06:18,377"
1646,"Oh, uh..",Chandler,fear,282,0,145,4,1,20,"0:05:33,166","0:05:33,959"
1647,I want her to think I might be in a restaurant.. y'know?,Chandler,fear,282,1,145,5,1,20,"0:05:33,959","0:05:36,229"
1648,"I might have some kind of life, like I haven't been sitting around here honing for the past few hours.",Chandler,anger,282,2,145,6,1,20,"00:05:36,336","00:05:42,966"
1649,"Man, we gotta do something about that guy.",Joey,disgust,282,3,145,10,1,20,"00:05:57,148","00:05:58,815"
1650,"This morning, I caught him looking into our apartment.",Joey,disgust,282,4,145,11,1,20,"00:05:58,983","00:06:01,318"
1651,It creeps me out!,Joey,anger,282,5,145,12,1,20,"0:06:01,486","0:06:02,654"
1652,I feel like I can't do stuff!,Joey,anger,282,6,145,13,1,20,"0:06:02,654","0:06:04,181"
1654,What are you looking at me for? I didn't know that.,Chandler,surprise,282,8,145,18,1,20,"00:06:25,176","00:06:27,719"
1656,"It’s just y'know, been a couple of hours, and she hasn’t called. Not that I even care, y'know.",Phoebe,sadness,283,1,146,1,3,14,"00:11:38,948","00:11:46,538"
1658,You think you know me so well.,Phoebe,anger,283,3,146,3,3,14,"00:11:48,958","00:11:50,959"
1664,I can’t.,Phoebe,sadness,283,9,146,9,3,14,"0:12:01,805","0:12:03,147"
1665,I can’t.,Phoebe,sadness,283,10,146,10,3,14,"0:12:03,147","0:12:03,683"
1666,"She dumped me, I mean I totally trusted her and then one day it was ‘Okay, bye Pheebs’ gone.",Phoebe,sadness,283,11,146,11,3,14,"00:12:03,764","00:12:11,020"
1667,"Y'know what the saddest part is, when we were playing together, that was like the most fun I’ve ever had in like all my lives.",Phoebe,sadness,283,12,146,12,3,14,"00:12:12,648","00:12:20,864"
1671,"It's just you and Rachel, just the two of you? This is a date. You're going on a date.",Chandler,joy,284,3,147,3,1,5,"00:07:21,399","00:07:26,027"
1672,Nuh-uh.,Ross,fear,284,4,147,4,1,5,"00:07:27,864","00:07:28,989"
1673,Yuh-huh.,Chandler,joy,284,5,147,5,1,5,"00:07:31,325","00:07:32,576"
1674,"So what're you saying here? I should shave again, pick up some wine, what?",Ross,surprise,284,6,147,6,1,5,"00:07:33,703","00:07:37,539"
1675,"Well, you may wanna rethink the dirty underwear.",Chandler,disgust,284,7,147,7,1,5,"00:07:37,790","00:07:41,126"
1676,This is basically the first time she's gonna see your underwear—you want it to be dirty?,Chandler,surprise,284,8,147,8,1,5,"00:07:42,420","00:07:46,548"
1679,"Ok, ok, now what is wrong with my",Ross,anger,284,11,147,11,1,5,"00:07:56,017","00:07:58,810"
1680,"Ok, so it's just because it was my table, I have to buy a new one?",Chandler,anger,285,0,148,0,1,12,"00:07:31,909","00:07:35,036"
1682,"What rule? There's no rule, if anything, you owe me a table!",Chandler,anger,285,2,148,2,1,12,"00:07:37,999","00:07:41,543"
1683,How'd you get to that?,Joey,anger,285,3,148,3,1,12,"00:07:41,961","00:07:45,088"
1684,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",Chandler,anger,285,4,148,4,1,12,"00:07:45,256","00:07:47,996"
1685,You knew about that?,Joey,surprise,285,5,148,5,1,12,"00:07:48,843","00:07:49,926"
1686,"Well, let's just say the impressions you made in the butter left little to the imagination.",Chandler,disgust,285,6,148,6,1,12,"00:07:50,094","00:07:57,100"
1693,"Why, are you moving out?",Joey,surprise,285,13,148,13,1,12,"0:08:10,114","0:08:10,926"
1695,You'd tell me if you were moving out right,Joey,fear,285,15,148,15,1,12,"00:08:12,325","00:08:14,409"
1697,"Aw, I know all about Kip!",Joey,anger,285,17,148,17,1,12,"0:08:16,559","0:08:19,421"
1698,"It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.",Chandler,anger,285,18,148,18,1,12,"00:08:19,540","00:08:23,877"
1699,"Well, let me ask you something, was Kip a better roommate than me?",Joey,sadness,285,19,148,19,1,12,"00:08:24,921","00:08:28,798"
1700,"Aw, don't do that",Chandler,sadness,285,20,148,20,1,12,"00:08:29,800","00:08:31,551"
1701,"Ooh, oh no! I have to go! I have a massage appointment.",Phoebe,sadness,286,0,149,0,8,7,"00:13:57,294","00:14:01,172"
1704,Absolutely.  I love the way you kiss.,Eric,joy,286,3,149,3,8,7,"00:14:13,978","00:14:16,020"
1705,Oh my God! Oh my God! I’m so sorry!,Mona,fear,287,0,150,0,8,8,"00:10:59,659","00:11:01,785"
1708,You think you can knock up my daughter and then not marry her?! I’m gonna kill you!!,Dr. Green,anger,288,1,150,2,8,8,"00:11:14,382","00:11:20,553"
1709,Y’know this is actually not a great time for me.,Ross,sadness,288,2,150,3,8,8,"00:11:22,932","00:11:25,475"
1710,"Okay! So, we’ll just stay married.",Rachel,joy,289,0,151,0,6,1,"00:12:18,404","00:12:21,156"
1711,"Yes, exactly!",Ross,joy,289,1,151,1,6,1,"00:12:21,365","00:12:22,657"
1712,And I will make everyone call me Mrs. Geller!,Rachel,joy,289,2,151,2,6,1,"00:12:22,867","00:12:26,661"
1713,"Wow! This is so amazing. I uh, I really thought I’d have to talk you into this more.",Ross,joy,289,3,151,3,6,1,"00:12:28,247","00:12:34,002"
1714,What-wh-what so we’ll just stay married forever?!,Rachel,surprise,289,4,151,6,6,1,"00:12:56,233","00:12:58,735"
1716,Really?,Ross,anger,289,6,151,8,6,1,"00:13:01,573","00:13:03,573"
1717,I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!,Ross,joy,289,7,151,9,6,1,"00:13:06,327","00:13:17,045"
1719,"Ohh, okay, I’m sorry.",Rachel,sadness,289,9,151,11,6,1,"0:13:19,131","0:13:21,509"
1723,You are asking me to be your wife!,Rachel,anger,289,13,151,16,6,1,"00:13:46,116","00:13:49,911"
1725,Oh my God!,Monica,surprise,290,0,152,0,1,1,"00:10:22,204","00:10:24,289"
1726,"I know, I know, I'm such an idiot.",Paul,joy,290,1,152,1,1,1,"00:10:24,498","00:10:28,793"
1731,You actually broke her watch?,Monica,surprise,290,6,152,8,1,1,"00:10:50,775","00:10:52,651"
1732,You actually broke her watch?,Monica,surprise,291,0,152,8,1,1,"00:10:50,775","00:10:52,651"
1733,"Barry, I'm sorry...",Rachel,sadness,291,1,152,9,1,1,"0:10:53,277","0:10:54,737"
1734,I am so sorry...,Rachel,sadness,291,2,152,10,1,1,"0:10:54,737","0:10:56,422"
1735,"I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...",Rachel,sadness,291,3,152,11,1,1,"00:10:56,614","00:11:06,706"
1737,"Really, I, no, I think girls night out is a great idea.",Ross,joy,292,1,153,1,3,6,"00:09:20,768","00:09:25,146"
1740,"I don’t know, something girlie.",Ross,joy,292,4,153,4,3,6,"0:09:30,487","0:09:32,851"
1743,What are you doing with the lamp?,Monica,surprise,293,1,153,6,3,6,"00:09:38,160","00:09:40,078"
1745,"Oh, well don’t take it to the same place you took the stereo, ‘cause they’ve had that thing for over a week.",Monica,disgust,293,3,153,8,3,6,"00:09:44,333","00:10:00,015"
1748,You’re disturbing my oboe practice.,Mr. Heckles,anger,294,1,153,10,3,6,"00:10:00,558","00:10:02,934"
1749,You don’t play the oboe!,Phoebe,anger,294,2,153,11,3,6,"0:10:03,311","0:10:04,523"
1750,I could play the oboe!,Mr. Heckles,anger,294,3,153,12,3,6,"0:10:04,523","0:10:06,491"
1751,Ohhh! That is soo sweet!,Rachel,joy,295,0,154,0,3,12,"00:13:59,713","00:14:02,799"
1752,"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.",Mark,joy,295,1,154,1,3,12,"00:14:03,759","00:14:14,018"
1753,"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.",Mark,joy,296,0,154,1,3,12,"00:14:03,759","00:14:14,018"
1754,"All right that's, that's it!! Get off her!",Ross,anger,296,1,154,2,3,12,"0:14:14,186","0:14:16,248"
1755,What is going on?,Mark,surprise,296,2,154,3,3,12,"0:14:16,248","0:14:17,920"
1756,What's going on?!  That's what's going on!!,Ross,anger,296,3,154,4,3,12,"00:14:18,023","00:14:20,817"
1757,I have been down in your store for twenty minutes trying to get a tie!,Ross,anger,296,4,154,6,3,12,"00:14:27,408","00:14:31,953"
1758,What do I have to do to get some service?!,Ross,anger,296,5,154,7,3,12,"00:14:34,081","00:14:36,791"
1760,What's going on?!  That's what's going on!!,Ross,anger,297,0,154,4,3,12,"00:14:18,023","00:14:20,817"
1761,Ross!,Rachel,surprise,297,1,154,5,3,12,"00:14:21,026","00:14:22,861"
1762,I have been down in your store for twenty minutes trying to get a tie!,Ross,anger,297,2,154,6,3,12,"00:14:27,408","00:14:31,953"
1763,What do I have to do to get some service?!,Ross,anger,297,3,154,7,3,12,"00:14:34,081","00:14:36,791"
1767,Hey it’s Mona! From the wedding.,Mona,joy,298,2,155,2,8,5,"00:20:40,572","00:20:43,074"
1768,Oh hi!,Ross,joy,298,3,155,3,8,5,"0:20:43,242","0:20:44,953"
1769,Hi!,Mona,joy,298,4,155,4,8,5,"0:20:44,953","0:20:45,907"
1770,Wow! Uh…how are you?,Ross,surprise,298,5,155,5,8,5,"00:20:47,371","00:20:49,497"
1772,"Oh that’s right. Well uh, would you be interested in seeing a Ukrainian film?",Ross,joy,298,7,155,7,8,5,"00:20:51,458","00:20:56,170"
1773,Oh you’re serious. Sure!,Mona,surprise,298,8,155,8,8,5,"00:20:58,465","00:21:00,383"
1774,Great! Well umm,Ross,joy,298,9,155,9,8,5,"00:21:01,885","00:21:04,178"
1778,"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.",Phoebe,sadness,299,0,156,0,8,2,"00:13:49,662","00:13:56,960"
1779,Go!,Phoebe,anger,299,1,156,1,8,2,"00:13:53,916","00:13:56,960"
1780,"What? Hey wait a minute! Phoebe, how do you even know who the father is?",Rachel,surprise,299,2,156,2,8,2,"00:13:57,169","00:14:01,172"
1781,"I may play the fool at times, but I’m a little more than a pretty blond girl with an ass that won’t quit.",Phoebe,anger,299,3,156,3,8,2,"00:14:01,382","00:14:09,430"
1783,"Oh God… Oh, he’s in there right now?",Rachel,surprise,299,5,156,5,8,2,"00:14:14,770","00:14:19,816"
1785,"Uh, let’s rip!",Rachel,fear,299,7,156,7,8,2,"0:14:27,992","0:14:28,743"
1786,Really? Are you sure?,Phoebe,surprise,299,8,156,8,8,2,"0:14:28,743","0:14:29,698"
1787,Oh Phoebe!,Rachel,joy,299,9,156,9,8,2,"0:14:29,785","0:14:30,427"
1789,"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.",Phoebe,sadness,300,0,156,0,8,2,"00:13:49,662","00:13:56,960"
1790,Go!,Phoebe,anger,300,1,156,1,8,2,"00:13:53,916","00:13:56,960"
1791,"I may play the fool at times, but I’m a little more than a pretty blond girl with an ass that won’t quit.",Phoebe,anger,300,2,156,3,8,2,"00:14:01,382","00:14:09,430"
1795,"Hey, thank you so much for these tickets, Chandler.",Phoebe,joy,301,0,157,0,9,20,"00:23:25,600","00:23:28,478"
1796,"Oh well, this was a really important experience for me, and    I wanted to share it with you.",Chandler,joy,301,1,157,1,9,20,"00:23:28,645","00:23:33,024"
1797,"Oh well, this was a really important experience for me, and    I wanted to share it with you.",Chandler,joy,302,0,157,1,9,20,"00:23:28,645","00:23:33,024"
1798,"Oh, you're so wonderful.",Monica,joy,302,1,157,2,9,20,"00:23:33,191","00:23:34,985"
1801,Come on!,Mr. Geller,surprise,303,2,158,4,9,1,"00:07:29,115","00:07:30,198"
1802,We’re not peeking?,Joey,sadness,303,3,158,6,9,1,"00:07:37,206","00:07:39,541"
1803,Well I’m peeking.  Oh my God!,Mr. Geller,surprise,303,4,158,7,9,1,"00:07:41,627","00:07:46,965"
1805,No!,Ross,disgust,304,1,158,3,9,1,"0:07:28,114","0:07:29,015"
1806,Come on!,Mr. Geller,surprise,304,2,158,4,9,1,"00:07:29,115","00:07:30,198"
1807,Well I’m peeking.  Oh my God!,Mr. Geller,surprise,305,0,158,7,9,1,"00:07:41,627","00:07:46,965"
1809,Chandler is fantastic!!,Joanna,joy,306,0,159,0,3,20,"00:09:36,284","00:09:38,660"
1810,What?!,Rachel,surprise,306,1,159,1,3,20,"0:09:39,453","0:09:41,122"
1811,Y’know how people just click?,Joanna,joy,306,2,159,2,3,20,"0:09:41,122","0:09:41,903"
1812,"Like he came by to pick me up, and I opened the door, and it was just like, click!",Joanna,joy,306,3,159,3,3,20,"00:09:41,998","00:09:46,293"
1813,Did he tell you?,Joanna,surprise,306,4,159,4,3,20,"00:09:46,460","00:09:47,961"
1814,"Oh, and he’s got such a good heart! Doesn’t he have a good heart?",Joanna,joy,306,5,159,5,3,20,"00:09:48,170","00:09:50,922"
1815,"Oh, I know...",Rachel,joy,306,6,159,6,3,20,"00:09:51,090","00:09:52,674"
1816,"Oh, I know and he’s soo sweet! Listen, he said he was going to call, so put him straight through.",Joanna,joy,306,7,159,7,3,20,"00:09:51,090","00:09:55,010"
1817,Y’know how people just click?,Joanna,joy,307,0,159,2,3,20,"0:09:41,122","0:09:41,903"
1818,"Like he came by to pick me up, and I opened the door, and it was just like, click!",Joanna,joy,307,1,159,3,3,20,"00:09:41,998","00:09:46,293"
1819,Did he tell you?,Joanna,surprise,307,2,159,4,3,20,"00:09:46,460","00:09:47,961"
1820,"Oh, and he’s got such a good heart! Doesn’t he have a good heart?",Joanna,joy,307,3,159,5,3,20,"00:09:48,170","00:09:50,922"
1821,"Oh, I know and he’s soo sweet! Listen, he said he was going to call, so put him straight through.",Joanna,joy,307,4,159,7,3,20,"00:09:51,090","00:09:55,010"
1822,Isn’t this great?!,Sophie,joy,307,5,159,8,3,20,"0:09:55,177","0:09:56,512"
1825,"Hi, sweetie!",Rachel,joy,308,1,160,1,3,14,"0:05:29,714","0:05:30,891"
1828,I?ve got some bad news.,Rachel,sadness,308,4,160,5,3,14,"0:05:37,295","0:05:38,922"
1829,What?,Ross,fear,308,5,160,6,3,14,"0:05:38,922","0:05:39,530"
1831,"Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?",Ross,sadness,308,7,160,8,3,14,"00:05:42,133","00:05:48,305"
1832,"But work comes first!  Oh hey, but that?s sad about you though, what happened? Burn out? Burn all out, did ya?",Ross,joy,308,8,160,10,3,14,"00:05:48,473","00:05:57,689"
1834,"Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.",Ross,joy,308,10,160,12,3,14,"00:06:01,903","00:06:06,740"
1836,Well we?re gonna miss you around here.,Rachel,sadness,308,12,160,15,3,14,"00:06:10,870","00:06:12,996"
1840,"Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?",Ross,sadness,309,3,160,8,3,14,"00:05:42,133","00:05:48,305"
1841,"But work comes first!  Oh hey, but that?s sad about you though, what happened? Burn out? Burn all out, did ya?",Ross,joy,309,4,160,10,3,14,"00:05:48,473","00:05:57,689"
1842,"Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.",Ross,joy,309,5,160,12,3,14,"00:06:01,903","00:06:06,740"
1845,"Yeah, me too.",Mark,sadness,309,8,160,16,3,14,"00:06:13,456","00:06:15,207"
1847,Well we?re gonna miss you around here.,Rachel,sadness,310,0,160,15,3,14,"00:06:10,870","00:06:12,996"
1848,"Yeah, me too.",Mark,sadness,310,1,160,16,3,14,"00:06:13,456","00:06:15,207"
1852,"Seriously dude, 3 years ago.",Chandler,joy,311,1,161,1,9,12,"00:09:22,353","00:09:24,479"
1856,You don't trust him?,Chandler,surprise,311,5,161,5,9,12,"00:09:33,823","00:09:35,949"
1860,Well there’s some people who do want to marry me.,Monica,anger,313,1,163,1,6,25,"00:06:51,786","00:06:54,538"
1861,There are?,Joey,surprise,313,2,163,2,6,25,"0:06:54,747","0:06:55,373"
1862,Yeah! Richard!,Monica,anger,313,3,163,3,6,25,"0:06:55,373","0:06:57,269"
1863,R-R-Richard said he wants to marry you?!  And-and Chandler’s tellin’ ya how much he hates marriage?!,Joey,surprise,313,4,163,4,6,25,"00:06:57,625","00:06:59,584"
1866,You just told me that he hates marriage!,Monica,surprise,313,7,163,7,6,25,"00:07:09,429","00:07:11,555"
1867,That-that he’s a-a complex fellow who’s unlikely to take a wife!,Monica,anger,313,8,163,8,6,25,"00:07:11,806","00:07:15,308"
1868,That-that he’s against marriage and always will be!,Monica,anger,313,9,163,9,6,25,"00:07:15,560","00:07:18,103"
1870,"You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",Ross,fear,314,0,164,0,1,1,"00:20:43,492","00:20:49,080"
1872,You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,Ross,surprise,314,2,164,2,1,1,"00:20:52,084","00:20:58,138"
1874,Oh.,Ross,sadness,314,4,164,4,1,1,"0:20:59,684","0:21:00,931"
1875,"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here—but do you think it would be okay if I asked you out?",Ross,fear,314,5,164,5,1,1,"00:21:05,514","00:21:16,983"
1878,"Yeah, maybe...",Rachel,joy,314,8,164,8,1,1,"00:21:18,235","00:21:21,821"
1883,"A TV as if it appears from nowhere! That’s the dream! Man, how did you afford this stuff?",Joey,surprise,315,3,165,3,4,7,"00:14:24,196","00:14:31,953"
1886,"Oh, I don’t know.",Chandler,fear,315,6,165,6,4,7,"00:14:38,961","00:14:41,045"
1904,Wow! This girl is good.,Joey,surprise,317,1,167,1,3,14,"00:00:18,268","00:00:19,852"
1907,Wow! This girl is good.,Joey,surprise,318,0,167,1,3,14,"00:00:18,268","00:00:19,852"
1908,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",Phoebe,anger,318,1,167,2,3,14,"00:00:20,020","00:00:23,856"
1909,Say you'll stay beside me,Joey,sadness,318,2,167,8,3,14,"00:00:49,247","00:00:52,801"
1910,"Okay, see, see, everyone else is happy she’s done.",Phoebe,anger,318,3,167,9,3,14,"00:00:57,807","00:01:01,018"
1911,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",Phoebe,anger,319,0,167,2,3,14,"00:00:20,020","00:00:23,856"
1916,Look at you. All jealous.,Monica,anger,320,1,167,6,3,14,"00:00:36,369","00:00:38,412"
1917,Look at you. All jealous.,Monica,anger,321,0,167,6,3,14,"00:00:36,369","00:00:38,412"
1920,Say you'll stay beside me,Joey,sadness,322,1,167,8,3,14,"00:00:49,247","00:00:52,801"
1921,"Okay, see, see, everyone else is happy she’s done.",Phoebe,anger,323,0,167,9,3,14,"00:00:57,807","00:01:01,018"
1931,What?! What else did he say?,Rachel,surprise,324,6,168,6,5,24,"00:06:24,300","00:06:26,134"
1934,"Ross, no! There is",Rachel,anger,324,9,168,9,5,24,"00:06:38,439","00:06:41,525"
1936,"Ross, I am a human doodle!!",Rachel,anger,324,11,168,11,5,24,"00:06:44,070","00:06:46,071"
1943,Oh my God!!! What are you doing?!!,Monica,surprise,326,0,170,0,3,6,"00:12:38,674","00:12:41,843"
1945,So?!,Monica,disgust,326,2,170,2,3,6,"00:12:45,055","00:12:46,347"
1946,"Whoa, ah!! We’re you just gonna give me some lemonade?",Joey,surprise,326,3,170,3,3,6,"00:12:47,892","00:12:51,269"
1947,Yeah huh!! Cover yourself up!,Monica,disgust,326,4,170,4,3,6,"00:12:51,937","00:12:53,021"
1949,"I don’t believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",Monica,disgust,326,6,170,6,3,6,"00:12:54,982","00:13:00,528"
1950,Well usually...yeah!,Joey,surprise,326,7,170,7,3,6,"00:13:00,696","00:13:03,656"
1953,I’m such a jerk.,Joey,sadness,326,10,170,10,3,6,"00:13:12,249","00:13:14,083"
1959,Ohhh!!!!,Rachel,surprise,327,4,171,4,1,7,"0:12:53,731","0:12:55,253"
1961,"Oh, look at the little cat!",Rachel,surprise,327,6,171,6,1,7,"00:12:56,400","00:12:58,735"
1962,What?  Ow!,Ross,surprise,327,7,171,7,1,7,"00:12:58,986","00:13:02,113"
1973,What?!,Joey,surprise,329,1,173,1,6,1,"0:10:40,306","0:10:41,558"
1975,We’ve been on the road six hours and you’ve been asleep for five and a half!,Phoebe,anger,329,3,173,3,6,1,"0:10:40,306","0:10:47,118"
1976,We are switching at the next rest stop and,Phoebe,anger,329,4,173,4,6,1,"0:10:47,118","0:10:54,494"
1978,Yeah! And until then you are going to sing to me because the radio’s broken and you are selfish but have a nice voice.,Phoebe,anger,329,6,173,6,6,1,"00:10:56,697","00:11:04,120"
1979,Really? I don’t,Joey,surprise,329,7,173,7,6,1,"0:11:05,206","0:11:06,041"
1980,Sing!!,Phoebe,anger,329,8,173,8,6,1,"0:11:06,041","0:11:06,692"
1982,We’ve been on the road six hours and you’ve been asleep for five and a half!,Phoebe,anger,330,1,173,3,6,1,"0:10:40,306","0:10:47,118"
1983,We are switching at the next rest stop and,Phoebe,anger,330,2,173,4,6,1,"0:10:47,118","0:10:54,494"
1984,Sing!!,Phoebe,anger,330,3,173,8,6,1,"0:11:06,041","0:11:06,692"
1994,The musician right outside the restaurant...it's kind    of a mood-killer!,3rd Customer,sadness,333,3,174,6,9,19,"00:06:16,168","00:06:19,463"
1995,What musician?,Monica,surprise,333,4,174,7,9,19,"00:06:19,671","00:06:20,756"
2001,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",Rachel,surprise,335,3,175,4,1,9,"00:08:09,405","00:08:12,032"
2002,"What, what, what is it with you and this holiday?",Rachel,anger,335,4,175,5,1,9,"00:08:12,200","00:08:14,784"
2003,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",Rachel,surprise,336,0,175,4,1,9,"00:08:09,405","00:08:12,032"
2004,"What, what, what is it with you and this holiday?",Rachel,anger,336,1,175,5,1,9,"00:08:12,200","00:08:14,784"
2007,"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",Chandler,sadness,336,4,175,9,1,9,"00:08:26,005","00:08:30,091"
2008,Oh my god.,Rachel,surprise,336,5,175,10,1,9,"00:08:30,259","00:08:31,635"
2009,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,Chandler,sadness,336,6,175,11,1,9,"00:08:31,802","00:08:36,223"
2011,"Oh, I hate this story.",Ross,sadness,337,1,175,7,1,9,"00:08:17,663","00:08:19,331"
2013,"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",Chandler,sadness,337,3,175,9,1,9,"00:08:26,005","00:08:30,091"
2014,"Hey, who's this little naked guy?",Rachel,surprise,338,0,176,0,1,8,"00:20:18,800","00:20:20,843"
2016,"Aww, look at the little thing.",Rachel,surprise,338,2,176,2,1,8,"00:20:23,805","00:20:26,557"
2017,"Aww, look at the little thing.",Rachel,surprise,339,0,176,2,1,8,"00:20:23,805","00:20:26,557"
2018,Who are those people?,Chandler,surprise,339,1,176,4,1,8,"0:20:35,317","0:20:36,129"
2019,Who are those people?,Chandler,surprise,340,0,176,4,1,8,"0:20:35,317","0:20:36,129"
2020,Got me.,Ross,surprise,340,1,176,5,1,8,"0:20:36,129","0:20:37,878"
2021,Got me.,Ross,surprise,341,0,176,5,1,8,"0:20:36,129","0:20:37,878"
2026,"Wow, Monica, you look just like your grandmother. How old was she there?",Rachel,surprise,342,1,176,7,1,8,"00:20:46,036","00:20:49,622"
2033,Oh no. Could I get anyone a coffee or…poison? No? Just for me? Okay.,Phoebe,fear,344,3,177,3,8,2,"00:16:12,513","00:16:23,940"
2038,"Nothing! Phoebe kinda made a mistake. But y’know you do wear that sweater a lot, are you involved in some kind of dare?",Rachel,fear,345,1,177,5,8,2,"00:16:27,403","00:16:40,331"
2041,"Oh, it’s just not the right time.",Rachel,sadness,345,4,177,8,8,2,"00:16:52,761","00:16:54,804"
2046,What the?!,Joey,surprise,346,2,178,2,7,18,"00:11:05,081","00:11:07,248"
2067,I can handle the stick!!,Ross,anger,348,1,179,19,7,22,"0:13:58,061","0:14:00,983"
2069,I can’t believe this is taking so long. How are you doing?,Monica,sadness,349,1,180,4,8,24,"00:02:29,220","00:02:32,098"
2070,Oh not bad. Do you know that feeling when you’re trying to blow a Saint Bernard out your ass?,Rachel,sadness,349,2,180,5,8,24,"00:02:32,265","00:02:37,478"
2071,Oh not bad. Do you know that feeling when you’re trying to blow a Saint Bernard out your ass?,Rachel,sadness,350,0,180,5,8,24,"00:02:32,265","00:02:37,478"
2072,Weirdest thing. Did I hear——Mother of God it’s true!,Chandler,surprise,350,1,180,6,8,24,"00:02:40,565","00:02:45,987"
2073,Weirdest thing. Did I hear——Mother of God it’s true!,Chandler,surprise,351,0,180,6,8,24,"00:02:40,565","00:02:45,987"
2074,Chandler Bing!,Janice,surprise,351,1,180,7,8,24,"00:02:46,904","00:02:50,908"
